Symbol,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings
VJJGX,elmo truck candle,Consumer Discretionary,127,69.22,1.603491,-11.1,110.08,129.66,59949440149,38121550971,1.821585,57.72,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VJJGX
OCZOC,doja rasp cigar,Information Technology,275.61,-44.34,7.448613,0.25,489.38,14.32,23157120628,31022518633,2.57672,65.29,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OCZOC
CDIUX,flute bottle  titanic,Information Technology,291.89,-8.56,3.972559,-5.73,209.9,58.25,40344162367,67014214761,3.761601,184.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CDIUX
JZNPG,red nun cavitiy,Consumer Discretionary,152.5,66.65,1.374066,-13.18,48.48,180.66,83013063029,42779533810,1.709205,195.87,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JZNPG
BAKVD,earring linus jenner,Energy,41.56,36.32,2.419234,19.81,368.21,285.91,422152562,63913659212,2.221355,127.36,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAKVD
JDHDE,rasp music moboe,Health Care,277.77,89.03,1.918315,13.62,39.76,131.35,64250734028,18797869753,4.411207,56.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JDHDE
VLVBV,star wax a&a,Consumer Staples,208.37,144.62,6.927887,1.37,148.76,351.38,29554113615,83939696047,2.454353,86.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VLVBV
XEHOL,john  veneers men ,Consumer Discretionary,94.7,8.22,8.867114,-17.47,267.26,80.07,15860639722,8496880406,3.866854,100.8,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XEHOL
JXTAV,bread hobo nett,Utilities,299.22,36.18,1.544303,7.75,99.99,374.1,21439818665,72509745108,8.346743,121.16,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JXTAV
RWXJN,tongue family ally,Consumer Discretionary,172.75,171.56,1.917295,6.83,462.32,142.4,81255223583,8554845924,3.625578,121.84,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RWXJN
TKRSD,white blue  publixes,Consumer Discretionary,75.74,82.48,3.955079,5.92,446.69,265.01,6110421839,11139386287,6.889151,197.11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TKRSD
RBHXW,martsons doja monopoly,Health Care,271.05,-48.32,5.332716,0.15,460.29,29.96,31561679109,29156209352,8.669055,134.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RBHXW
KRSGB,swift wells two,Financials,194.23,71.42,3.11526,-12.29,42.55,135.24,28700520457,82076097251,4.82149,152.41,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KRSGB
NTBIB,jack  spice fart,Consumer Discretionary,133.25,33.58,5.607915,7.82,377.87,147.9,14576893997,83706407073,7.967998,50.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTBIB
AMJEY,mamas ice intern,Health Care,289.51,87.4,5.18455,18.57,387.91,112.61,75688732488,39496643904,1.002263,65.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMJEY
PASUI,pk trish car,Information Technology,292.9,67.67,6.895096,18.94,270.33,191.29,42006691161,78857732020,1.710294,89.83,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PASUI
LWQHV,brother lobo cat,Energy,33.24,-6.78,6.974429,-11.67,61.65,312.43,11379054992,97985480251,5.333791,44.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LWQHV
JDXDE,trish reitz blanket,Health Care,165.3,6.41,5.273176,4.27,120.72,470.02,41004125302,73221779851,3.83542,85.83,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JDXDE
ZVPXB,wheel flute ben,Materials,223.53,-7.92,4.633634,13.27,341.44,2.07,79197430006,5497983437,2.958309,56.45,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZVPXB
DPGSP,roll swift austin,Consumer Discretionary,111.64,-11.85,2.609982,4.77,8.32,428.09,70975356209,74610984717,7.919422,6.45,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DPGSP
MNCPQ,rosemary snow priest,Health Care,299.48,46.38,6.39864,-6.52,392.6,179.67,20473643881,3030841078,2.714297,144.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MNCPQ
DVPLE,sonic lobotomy mazdarati,Information Technology,245.4,84.58,6.736748,11.39,377.1,301.17,33188487842,6223207200,3.357261,8.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVPLE
JWJZD,nun scott snoopy,Consumer Discretionary,84.95,-26.61,5.160529,-12.74,245.7,75.65,27607545718,41370224001,5.855027,152.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JWJZD
ZJVWQ,katniss taylor cat,Consumer Discretionary,59.16,2.61,2.55694,17.82,197.91,219.59,16525982173,29080583147,5.638968,94.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZJVWQ
ZLBHC,brother black mite,Industrials,76.61,68.01,1.726538,6.3,44.2,19.71,89337960174,30391900423,6.715145,103.99,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZLBHC
MINJF,ben sculpture priest,Energy,171.94,136.33,1.542067,12.02,29.93,97.22,80778231629,63193691915,4.929438,76.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MINJF
ORYLN,ally scott blanket,Health Care,204.74,-29.77,6.733998,14.37,240.76,490.98,82757789973,65064058356,8.908667,40.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORYLN
MBEXH,wheel austin candle,Utilities,252.82,171.66,6.35094,2.37,36.68,125.06,17105328529,97147649171,4.033578,40.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MBEXH
LAVUD,timotee yellow boom,Energy,161.97,38.31,5.769798,-1.01,15.42,379.09,83738807979,11014579523,5.744986,78.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LAVUD
XFEGA,swift basil balm,Information Technology,21.75,180.61,2.169224,10.19,303.37,51.12,95053401575,7771663717,8.541399,3.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XFEGA
COSHB,water lash dentures,Information Technology,114.72,6.52,2.655559,-10.31,48.54,390.27,36807535127,76336367347,8.265218,22.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COSHB
WQHKJ,green  purple ben,Financials,132.65,46.93,5.539891,-0.11,161.9,283.29,65329873322,54238567267,5.297834,99.52,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WQHKJ
VNNWM,lime  khloe flue,Information Technology,193.78,64.02,8.751453,-9.46,60.03,141.6,71643828612,70096362420,1.845563,39.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VNNWM
BHYRU,doja sugar wawas,Consumer Discretionary,8.26,105.52,4.627166,-3.85,20.9,233.24,93349788502,44085146965,1.353071,160.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BHYRU
TQWCR,parsley martsons yeet,Information Technology,155.07,109.91,6.354421,-16.16,51.49,474.16,81031780873,34303608512,7.170406,73.63,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TQWCR
QTGTC,bread car bite,Telecommunication Services,215.49,18.37,6.411826,-7.74,70.39,46.67,64897621896,90076394250,8.205048,2.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QTGTC
CRWRF,balm vape mother,Consumer Discretionary,102.52,-43.25,6.385847,10.83,133.99,91.02,80052555311,25507267945,1.740789,88.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CRWRF
BDLEI,lobo straw cena,Industrials,149.2,-44.44,8.045224,-18.59,430.26,190.09,12456297403,52214114249,7.307028,165.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BDLEI
PDGHR,daria hong nose,Real Estate,236.09,27.6,5.276017,-14.98,273.82,361.18,18810721112,66517988074,4.92714,33.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PDGHR
UMWCR,money piggy basil,Energy,236.1,10.92,2.066136,-0.45,354.65,16.15,51272283712,49899896839,4.098463,190.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UMWCR
RUQJP,trish parsley money,Information Technology,113.99,131.19,7.284651,-16.63,313.44,128.2,21987965138,63425455737,6.832777,65.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RUQJP
UYRNW,father duke lime ,Materials,122.97,111.81,6.580546,-13.88,406.67,27.05,13665020371,27389219360,3.737277,59.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UYRNW
FTRCK,red jackson computer,Health Care,212.6,-32.32,1.653816,0.02,34.44,469.18,3934860047,38289252200,4.941726,42.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTRCK
EVNDO,men  veneers rajan,Utilities,2.98,190,7.469242,3.17,191.49,139.27,30616966663,22455006534,3.780555,55.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EVNDO
TZJMH,crown pajama tongue,Consumer Discretionary,26.4,118.58,1.672288,-13.57,289.2,255.99,35566377877,77308128921,3.559277,87.22,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TZJMH
GAWYX,straw two chips,Financials,203.9,189.53,1.973751,-1.68,305.12,308.55,37644875434,83250562526,5.489781,66.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GAWYX
JSBCS,music mite tuba,Industrials,40.69,2.85,7.857032,5.56,39.38,138.75,55363143541,8314773337,5.292066,107.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JSBCS
NFBKV,balm purple wheel,Consumer Discretionary,252.4,-20.73,7.915366,2.26,411.15,85.76,76270750549,24976670680,4.087463,27.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFBKV
YFJHP,uncle jenner chips,Industrials,178.68,-29.95,6.067094,9.63,80.67,88.35,69825272559,44387770611,3.358668,199.9,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=YFJHP
POJDR,tongue libwests hobo,Industrials,65.45,80.97,4.19282,15.24,255.17,497.21,21505765376,94085621314,5.736326,197.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=POJDR
GNWYM,doga jimmy anita,Information Technology,50.81,39.11,4.009671,19.56,174.22,309.27,56430210655,36758319200,4.379785,92.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GNWYM
HXBUE,chocolate titanic rasp,Industrials,273.45,12.39,7.163822,-6.56,417.56,196.68,48653147996,38205971971,4.988337,137.84,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HXBUE
VNPVG,parsley money kite,Information Technology,135.74,158.9,4.57891,7.11,245.12,320.6,37587202722,46833150139,6.161774,89.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VNPVG
NOXRZ,jon car rasp,Consumer Staples,85.35,198.55,1.812684,-17.37,411.85,278.96,95771533963,57641201093,6.413404,186.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NOXRZ
GNLLB,emo luke jon,Utilities,46.15,60.1,1.833897,6.51,59.57,272.2,9814727286,54147050652,8.224129,61.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GNLLB
NDVTB,jackson monkey rick,Health Care,187.07,-10.29,1.016814,-10,315.37,270.41,53478719847,66195558029,5.847589,29.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NDVTB
PPPQA,blueberries tree martsons,Materials,75.34,44.64,4.72822,15.26,454.06,389.92,36026165520,18796687032,5.964396,60.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PPPQA
NEKBQ,brown rajan father,Energy,108.39,198.85,2.528347,10.12,348.36,348.83,17190384949,47661168120,8.518593,125.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NEKBQ
GKQQY,timothy priest bite,Health Care,202.13,-20.8,2.141636,-6.02,478.48,299.75,56121397259,22062916585,3.065528,21.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GKQQY
RHPMN,nail black blue ,Information Technology,264.89,185.15,4.233543,-8.99,281.62,273.87,11118087157,76001215679,5.077967,108.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RHPMN
RHRKB,kim rick timotee,Consumer Discretionary,156.58,133.27,5.66522,8.99,275.44,200.01,78574151099,1336159473,8.19854,170.83,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RHRKB
FXGPV,duke cena purple,Consumer Staples,75.59,94.77,4.159671,10.36,310.39,179.78,64631549167,94692280559,1.290505,102.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FXGPV
ASGQK,number clip rose ,Information Technology,169.11,175.21,4.735306,19.33,448.36,406.02,82592527317,47906616358,2.635297,61.1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ASGQK
GEGHS,family swift issa,Industrials,55.95,6.18,8.759687,-15.26,488.57,327.75,75758727176,9620644966,2.254869,117.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GEGHS
SZAPB,fire candle intern,Consumer Staples,64.28,18.41,1.167993,-13.65,316.81,451.48,79107285022,60131393908,7.12099,52.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SZAPB
MPGNF,pajama chips yellow,Industrials,241.46,33.54,1.944199,-5.39,13.19,471.16,74208367803,53197599253,7.395824,32.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MPGNF
VHHWF,rasp cow earring,Information Technology,166.53,134.7,4.492299,-3.7,66.36,384.27,97282420902,60249135887,6.629214,79.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VHHWF
UZBXK,rasp timothy chloe,Industrials,252.21,185.51,7.721837,-4.35,202.59,436.52,8506936213,76680885207,7.076616,142.06,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UZBXK
EHUVL,rosemary lobotomy mamas,Health Care,196.19,85.09,7.744853,-7.52,238.69,222.62,51349076143,33703460617,1.208989,150.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EHUVL
DRACY,linus lavendar austin,Health Care,96.86,95.19,6.116816,11.48,57.53,18.13,85717692168,796794523,3.213909,81.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRACY
HRZUI,luke two oboe,Information Technology,32.49,171.76,8.771285,-8.93,178.92,276.16,50454992587,76720941756,2.849961,90.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRZUI
NKQTJ,courtney lobo neyaa,Consumer Discretionary,171.92,166.03,2.923068,16.65,228.52,447.46,78323968178,93209829469,6.227149,36.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NKQTJ
HURRT,pita oboe bottle ,Consumer Discretionary,244.08,89.78,7.014225,-16.91,312.09,45.69,72587031869,66145302199,8.173109,17.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HURRT
HAZOO,hobo snoopy chloe,Energy,194.78,50.66,3.182833,14.46,475.02,196.43,68127278359,57182882935,4.396528,86.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAZOO
DQTAU,kermit lizard wax,Health Care,58.88,135.03,2.029187,13.2,45.36,452.34,77922832889,39397332129,7.200006,182.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DQTAU
OURTA,timotee veneers monopoly,Consumer Discretionary,75.6,-0.23,1.350753,3.17,104.38,274.49,29768852842,86789840966,5.773906,44.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OURTA
ECTOZ,swift mother flute,Financials,283.59,175.12,4.577308,10.02,108.08,167.19,34694070686,7325880779,2.616167,158.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ECTOZ
PORVL,tuba monkey yellow,Real Estate,29.38,97.76,3.83513,-13.81,190.29,238.25,66077460234,57795506752,2.075946,103.5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PORVL
AWFKN,neyaa nett dex,Health Care,230.73,29.96,6.268884,17.36,277.28,134.53,81924076924,48063092129,8.112152,143.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AWFKN
TJQPC,flute tongue tree,Financials,30.05,100.3,7.429463,6.17,153.89,268.22,30543505472,91446009377,8.933805,98.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TJQPC
VKQES,blueberries rosemary linus,Consumer Discretionary,188.42,178.61,3.20601,4.26,98.75,380.19,27947715224,76985301429,3.988347,70.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VKQES
JYBHG,chloe green  pita,Real Estate,289.97,14.04,8.463627,-10.15,336.57,127.59,64444178341,76958871275,4.138359,188.43,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JYBHG
BKQYJ,daria roll filling,Information Technology,276.09,75.8,3.10573,2.25,405.65,462.74,47375350456,18912817995,6.378234,65.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BKQYJ
ISIHZ,mother john  khloe,Industrials,25.06,120.62,8.713687,12.48,311.77,148.95,8319714025,4028814426,2.688427,153.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ISIHZ
SYVDF,doja travis hobo,Financials,247.64,-13.93,8.765713,-7.77,155.94,294.63,90286910010,22090613419,2.602907,5.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYVDF
CWZEF,bite mite kite,Consumer Discretionary,192.65,-46.67,6.63429,-6.56,126.97,92.49,18714075094,31750495986,6.365135,45.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CWZEF
NYRZG,jimmy black music,Consumer Discretionary,299.54,59.83,5.363584,3.78,475.68,333.75,39530436494,27757553471,4.350132,149.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NYRZG
CVMOA,cat bite wheel,Consumer Discretionary,139.59,20.07,7.202656,19.77,449.91,223.38,19697321132,31342737209,5.782665,61.84,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVMOA
HTMDQ,mobbey ric  one,Financials,146.08,-47,3.711876,-18.72,450.2,98.43,95775746498,68512899930,4.141022,91.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HTMDQ
ZPSEG,titanic priest phone,Health Care,142.59,135.91,6.746855,4.24,359.1,425.75,50683573641,1243253902,7.530173,5.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZPSEG
PIJOX,voks reitz swift,Industrials,261.87,-13.99,4.575336,-19.35,113.05,303.47,38557310078,66237053124,1.508406,38.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PIJOX
HBBXM,trish rose  dez,Real Estate,129.81,118.92,3.113749,8.03,118.83,300.43,92730220829,15147167649,8.475843,162.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBBXM
SCBRT,sweat sugar music,Health Care,251.38,118.53,7.743671,-9.26,151.77,104.35,17731152671,84242067686,3.62602,166.53,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SCBRT
QIPWJ,chloe trish yellow,Consumer Discretionary,258.3,25.61,4.992435,0.21,246.11,93.48,59868901174,51186934495,3.700134,32.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QIPWJ
KSCPO,courtney father brown,Consumer Discretionary,186.22,-21.04,3.690319,15.72,213.11,122.51,97627206699,61050251466,8.750797,43.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KSCPO
CUGHA,water parsley swift,Consumer Discretionary,79.97,12.48,3.888997,10.77,395.99,195.47,41099744321,74597894096,6.240294,178.38,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CUGHA
QWKPB,fart mother intern,Energy,267.82,185.36,6.274506,-0.83,291.53,472.57,18579197171,34959540772,8.572243,85.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QWKPB
QJUJW,yeast brother mite,Consumer Discretionary,188.06,167.46,4.624023,15.27,105.51,91.99,26510908657,98176263947,3.53393,96.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QJUJW
LKTFF,cavitiy elmo jackson,Industrials,292.29,71.87,1.412355,1.35,238.57,83.39,79654404814,73291116924,2.222396,99.87,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LKTFF
FVRLB,monet timotee cigar,Materials,207.14,170.63,4.640635,-14.12,334.63,270.07,52006679180,11996886008,5.118171,15.8,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FVRLB
IPYHP,cavitiy mite earring,Materials,39.13,126.66,1.646361,3.18,80.73,133.3,62845666420,48703418920,3.90428,195.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IPYHP
HUXFM,teeth ric  monkey,Consumer Staples,225.27,-22,2.767142,0.54,394.94,45.87,18162832973,40243802471,3.290583,180.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HUXFM
FLGVC,chips ally blueberries,Information Technology,189.79,12.67,1.586027,17.79,418.59,231.08,60203229890,90851125500,6.412305,166.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLGVC
VHAGG,monkey roll mobbey,Real Estate,31.43,-31.73,2.320265,-2.11,448.29,103.6,31435585149,78081718895,3.984177,151.84,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VHAGG
PEUWU,might monkey doga,Information Technology,246.2,163.23,3.388903,9.25,342.61,6.02,75048009304,99750358397,7.830721,65.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEUWU
FHTMU,courtney cena wax,Industrials,248.15,62.35,6.177237,-1.68,76.26,427.47,43134020798,49922261301,7.077177,41.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FHTMU
QEGWQ,sister crown mother,Consumer Discretionary,281.11,-25.68,5.884811,8.08,433.46,71.67,25130970615,3596666695,5.619374,57.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QEGWQ
CRBYK,oboe ric  earring,Consumer Staples,27.91,-15.23,8.89509,11.37,276.07,50.63,90901627562,5238917156,6.033687,180.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CRBYK
QFERN,remote chloe white,Industrials,77.46,-21.37,1.079165,-19,121.9,187.17,46703305971,72752273359,7.575616,195.6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QFERN
EBDRD,chloe mother priest,Information Technology,106.74,66.03,2.452993,-15.48,433.22,89.5,3005344545,57758473849,3.436997,55.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EBDRD
BJWWR,moboe jimmy male,Financials,35.18,180.67,6.211317,-3.32,36.81,286.32,20017914122,96329291832,4.792418,73.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BJWWR
ZDIBW,seattle  taylor water,Financials,132.3,143.59,2.74085,19.94,474.2,460.18,28295944559,97280402413,7.679311,81.92,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZDIBW
AUHRX,cena percey yeet,Health Care,291.88,21.65,3.634021,-2.24,19.2,35.89,64222362107,9375599339,8.614288,193.9,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AUHRX
TXAHE,green  roll lip,Information Technology,203.98,163.63,7.11553,-14.71,373.01,235.35,40087868357,88066040744,7.220646,72.92,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TXAHE
DFGQX,pk tree jon,Information Technology,130.39,180.26,3.406364,2.32,174.99,290.84,91912749404,59652522144,3.234848,62.6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DFGQX
JMELR,pk chips crown,Real Estate,103.98,97.79,8.744339,-1.01,113.93,415,4417058031,62630259403,1.630627,44.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JMELR
IYHZH,truck vape scott,Financials,181.29,119.55,6.880556,13.82,372.04,384.55,14633520285,96421305969,7.96938,45.63,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IYHZH
IEECB,taylor mite chloe,Consumer Staples,278.23,95.54,2.636604,15.59,76.74,175.99,77029005493,25020624586,1.881524,107.58,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IEECB
YLBBB,cat lobotomy brother,Financials,191.49,-24.87,1.413772,8.95,448.33,282.96,88167440483,37416570317,1.673293,11.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=YLBBB
DFQID,flute intern aunt,Utilities,279.11,49.27,4.405837,1.09,163.17,308,61133371727,92771547759,5.097221,10.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DFQID
KVSIB,bottle  chloe cat,Consumer Staples,248.01,86.52,3.319769,13.38,88.73,293.32,50868736291,25954828417,3.957754,162.53,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KVSIB
STEVN,john  yeet father,Energy,88.07,-36.17,5.641503,1.23,109.95,440.14,35466436583,48076628972,8.817431,143.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STEVN
HYWTR,jackson monkey boom,Consumer Staples,248.92,58.06,1.835232,-17.55,45.48,216.94,1080545857,95358473785,7.368543,177.05,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HYWTR
PLCWZ,crown chuck kardashian,Real Estate,111.5,50.4,5.809794,-12.28,22.02,219.41,88053502702,92336337060,8.773764,77.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PLCWZ
OJDLC,lizard voks ric ,Consumer Discretionary,146.69,183.63,5.044331,-19.58,468.86,477.81,61735928904,47580848980,6.029854,170.18,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OJDLC
OHPEU,cup white might,Health Care,74.92,-2.55,4.202195,-3.13,383.77,324.71,87581273444,17772622377,4.470915,34.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OHPEU
WRZTA,linus wawas hunger,Telecommunication Services,39.88,118.34,4.774988,-9.96,130.41,420.87,21672714370,63400566245,3.417059,152.18,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WRZTA
YUCGI,kylie  sweat sister,Real Estate,240.66,88.62,5.001554,-18.54,390.34,239.07,75110142522,34314432392,8.433857,192.87,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=YUCGI
QAWXN,iceberg iceberg john ,Consumer Discretionary,259.97,50.96,4.645908,-5.91,186.72,317.49,80382046547,86231439697,2.169258,85.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QAWXN
IWXCU,brother crown straw,Financials,239.57,39.23,5.919415,2.77,166.64,102.93,17218539796,66160457626,5.028194,124.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IWXCU
