Symbol,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings
EUDRQ,cavitiy red cup,Energy,63.61,5.93,8.936624,16.33,309.28,477.12,28106331737,44945775453,1.021949,173.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EUDRQ
DJLPI,crown straw publixes,Utilities,192.8,156.98,2.21352,3.28,345.06,345.44,64027604795,15450476076,5.163939,120.41,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DJLPI
ECYPD,water cow nett,Real Estate,30.28,-7.6,2.115469,18.56,354.86,142.11,90374189899,80519883636,1.314479,36.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ECYPD
OSJEZ,red purple austin,Consumer Discretionary,24.7,126.55,3.691358,-16.57,268.96,242.67,88645567403,67319224185,5.168935,74.47,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OSJEZ
OYRXF,blue  seattle  monet,Consumer Discretionary,243.55,56,8.871984,-11.53,152.97,236.26,90560410897,77603944135,2.636808,130.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OYRXF
GPLZE,black jenner two,Consumer Discretionary,111.61,-24.91,7.996082,15.48,97.66,72.67,46526724570,37416915210,7.617919,65.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPLZE
CCYWV,tongue rummikub jon,Utilities,152.32,70.82,3.433438,6.64,223.21,131.84,16494976325,29279348841,8.726322,34.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CCYWV
VKIAG,jon cow scott,Financials,19.14,-20.54,8.749978,-18.98,155.82,22.65,25169744708,16165684347,1.603759,4.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VKIAG
BMTRM,number priest fire,Financials,39.41,37.19,1.829792,4.4,334.7,369.53,39892516737,80671701062,6.826776,122.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BMTRM
JQELX,fire issa wax,Energy,28.97,190.61,6.864959,19.73,76.03,293.9,70340796542,21696421471,8.338869,185.67,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JQELX
HGPLH,ken fire betty,Information Technology,236.19,172.13,7.744913,11.68,265.85,352.15,98789858016,42343387328,8.250392,91.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HGPLH
KXWOR,dentures mother king,Information Technology,278.49,-39.55,8.550675,6.23,461.35,270.65,80837464793,39936846064,2.817002,66.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KXWOR
SWJLD,uncle anita reitz,Health Care,135.6,153.16,2.928242,16.84,423.95,335.23,78078080937,897637349,1.756733,63.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWJLD
GISLE,sister rasp monkey,Consumer Discretionary,96.29,198.82,3.459458,-2.63,90.5,365.84,80652032214,68336552721,8.455042,35.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GISLE
SQYLK,teeth linus flute,Consumer Discretionary,6.2,4.97,4.449977,12.71,211.32,440.38,27005232944,47942130345,1.398641,178.67,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SQYLK
ZCNAW,trish monkey lizard,Financials,220.54,187.29,5.400517,-7.96,93.06,166.04,34128817916,48425462256,7.62114,163.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZCNAW
YMGTU,wax chuck mamas,Industrials,208.67,172.78,5.671054,14.46,346.32,445.64,99663135032,7259028922,4.203372,94.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=YMGTU
APBNP,iceberg cow travis,Information Technology,56.89,102.51,6.211418,-12.76,194.65,163.37,75008018133,66771995309,5.711853,117.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APBNP
RNEMD,kong percey father,Information Technology,131.07,102,4.49988,-10.87,392.81,138.93,37731471121,84167318065,6.867682,154.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RNEMD
OTNRP,hobo sink tuba,Information Technology,72.36,-12.91,7.234956,-13.4,70.43,242.43,60736595438,92743455754,6.404738,150.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OTNRP
WCELY,anita snow lobotomy,Consumer Discretionary,124.5,46.52,3.580268,-9.41,312.4,314.21,89344834094,16048286095,8.929584,135.19,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WCELY
EASRQ,brown lip bread,Information Technology,211.52,99.75,3.369106,11.86,15.96,454.99,47144451846,28159093055,4.979577,191.47,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EASRQ
QPYJV,hunger peeta linus,Information Technology,298.02,-44.19,7.040469,19.94,200.72,499.05,88299544980,64192418033,5.288685,192.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QPYJV
EPPZA,hong austin nose,Industrials,64.44,13.21,3.566888,16.52,447.23,233.67,7839320242,83274615883,5.399538,144.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EPPZA
MXGGG,taylor cavitiy lip,Industrials,119.38,36.13,2.510686,1.84,4.88,190.56,36535738286,50788569609,8.26375,33.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MXGGG
NITMT,mouth teeth purple,Industrials,82.99,61.69,5.859498,-7.48,443.42,70.46,93144718778,82216331603,3.318453,34.41,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NITMT
XUSSK,wells kite swift,Information Technology,191.6,129.78,8.791863,18.86,346.57,107.83,92581765288,333810513,5.584811,138.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XUSSK
SKXVO,tongue fart ken,Telecommunication Services,270.27,71.67,2.694441,6.05,172.43,472.5,33315289841,51950557910,6.629808,180.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SKXVO
CUWRT,wheel flute yeet,Real Estate,177.75,178.55,6.631471,-10.98,421.75,259.07,6858843547,33293532703,2.181919,139.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CUWRT
JTLQW,sculpture sonic chocolate,Information Technology,273.05,83.94,3.306748,-3.66,438.17,349.26,51876903346,33318904372,2.88557,94.05,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JTLQW
AHEDI,jenner timotee nail,Real Estate,109.51,152.03,2.999026,17.83,261.93,424.64,11047414066,95345738156,3.745086,96.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AHEDI
OQJYW,lobotomy dentures jon,Information Technology,79.35,35.98,7.261948,2.28,3.22,288.22,37216317481,28467466655,4.063979,143.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OQJYW
IUYJR,nett oboe piggy,Industrials,75.32,116.16,2.667451,7,475.94,312.92,17937658961,23232234133,6.306895,30.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IUYJR
TJPUS,oboe anita rajan,Health Care,178.2,72.97,7.249823,10,161.89,102.01,9868763713,65242742381,7.578116,152.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TJPUS
CDAEA,lavendar sculpture jimmy,Financials,178.71,101.1,2.396163,12.66,160.07,111.93,54138815608,40205449527,1.25143,83.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CDAEA
HAYLW,sculpture monkey seattle ,Financials,157.93,117.44,2.60783,-5.26,267.27,412.13,88614686694,3298347023,7.920428,41.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAYLW
GYXAJ,money number father,Financials,184.25,195.26,2.979857,-15.43,278.73,424.65,96562013483,55655976598,2.999943,71.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GYXAJ
ZAGBM,duke wells king,Health Care,93.25,143.61,7.876842,-19.66,294.18,139.16,78556672315,92727168733,6.79609,38.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZAGBM
WUIYM,remote cavitiy intern,Information Technology,134.36,194.16,5.908602,17.22,136.22,371.45,70037708261,70796789412,7.76267,66.72,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WUIYM
OPSMX,emo jon sonic,Utilities,247.76,157.84,4.245083,-13.76,409.5,109.67,92436368810,66012630229,2.707965,60.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OPSMX
MMFZZ,intern dez star,Consumer Discretionary,103.38,-46.66,3.801173,-8.02,355.26,302.17,86675850144,68273864493,8.400473,55.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMFZZ
VSTBJ,pk kermit seattle ,Consumer Staples,188.66,-46.09,2.39323,-1.02,461.28,90.3,90834445086,97479383930,2.452168,199.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VSTBJ
DNVYL,two betty sonic,Health Care,99.18,105.32,7.847286,-18.32,388.35,327.62,10600389161,63564232044,8.107305,142.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DNVYL
LXTNJ,duke men  martsons,Financials,186.89,96.5,4.820251,13.83,215.42,291.98,76809711957,15297652958,8.287016,159.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LXTNJ
VIGDP,ric  dentures boat,Industrials,50.35,10.07,6.888471,12.42,281.58,199.28,69843670963,51893290749,3.110413,55.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VIGDP
CVNJK,car jon pita,Real Estate,120.44,-34.06,1.922998,-8.45,113.8,105.06,11266430249,62110165562,6.124211,8.67,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVNJK
SBNAA,ken dez chloe,Industrials,284.32,68.66,8.892015,1.79,445.46,350.32,7635346415,94216692552,3.787916,168.5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBNAA
JJCIA,wheel taylor duke,Health Care,297.03,191.27,4.76936,17,428.79,191.62,35490159414,28093514813,1.29906,63.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JJCIA
LOKVR,monkey teeth veneers,Materials,270.88,10.25,8.875998,13.42,203.54,104.94,81404055918,9905079526,4.68064,186.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LOKVR
WTKVX,sugar kylie  brown,Health Care,55.2,54.02,7.849572,-6.14,228.82,440.21,36250391337,65382417383,2.454747,61.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WTKVX
TKJAR,mamas blue  lucy,Consumer Staples,50.83,-40.66,3.322991,-4.21,421.88,188.88,41018961676,39750156715,5.398169,14.11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TKJAR
QKTOP,sugar bread men ,Utilities,159.17,134.21,5.095615,-2.09,173.38,324.8,14833527526,59057082950,4.69967,124.18,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QKTOP
JYVZG,lash luke lime ,Real Estate,93.3,186.24,2.207188,13.66,128.74,56.67,92661774119,16570055007,7.422572,148.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JYVZG
EEOPT,truck elmo lobotomy,Energy,49.58,134.52,4.368973,2.04,5.75,178.87,46601090240,61888517346,6.91404,198.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EEOPT
REJYS,cow chloe blanket,Consumer Discretionary,37.16,160.13,4.608295,-13.36,403.45,167.29,86926125946,1041928369,3.931079,8.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REJYS
QCJLC,mazdarati computer nose,Real Estate,231.69,-49.02,6.129953,-9.5,171.78,271.78,47812251243,30799066241,4.4148,130.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QCJLC
AIXAP,sugar teeth kim,Materials,25.54,132.73,4.945147,-0.01,231.71,385.14,59366002642,46843932013,6.711421,187.9,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AIXAP
FXPEW,wells roll purple,Health Care,271.22,114.77,5.348279,12.88,22.62,397.28,57978324707,61833325424,4.867991,198.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FXPEW
VVCGC,flue moboe red,Utilities,175.57,161.7,1.922774,16.45,68.16,84.17,7081756025,18310126173,5.575599,42.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VVCGC
ZYKEK,rasp pita nett,Materials,31.12,169.31,6.255382,7.57,168.35,27.15,14021891911,81827030003,4.224345,107.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZYKEK
BIVSA,courtney sonic phone,Information Technology,59.9,118.15,1.034443,12.23,112.1,169.5,38180325049,61673100386,7.533628,85.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BIVSA
SJNFW,snoopy rick nail,Energy,213.29,-11.76,8.966475,-11.67,329.64,268.67,33835752624,22101269872,8.043776,40.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SJNFW
KGRFU,libwests mother nose,Materials,35.02,-42.75,6.217822,6.03,353.48,483.19,86785603345,70516782215,8.774565,82.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KGRFU
IGRBZ,swift taylor phone,Materials,187.74,142.18,4.415456,14.21,75.59,146.9,60637258313,15496383355,6.094019,188.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IGRBZ
PTNUY,games mother ben,Industrials,105.23,198.24,8.854815,18.63,59.3,57.55,37555845438,79120150955,1.923737,65.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PTNUY
LQBDW,wawas monkey kim,Information Technology,144.91,81.6,8.933385,-19.06,41.12,316.2,34652799991,25759876329,1.078837,102.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LQBDW
CWRXY,duke lobotomy timothy,Financials,86.99,8.9,2.332913,10.49,85.38,459.38,76263840241,15234404456,3.86582,174.1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CWRXY
NMOAX,kim chloe chips,Consumer Staples,113.91,86.5,2.24533,-17.33,366.21,31.97,39690919923,51710513556,4.66137,27.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NMOAX
EOWEW,courtney hobo wawas,Information Technology,27.87,119.98,4.107233,9.55,464.55,178.45,77313380817,86398236385,6.689835,104.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EOWEW
SXMRS,cigar jon martsons,Consumer Discretionary,192.36,7.97,7.99457,-3.11,94.67,153.53,72645990680,47116916659,1.369406,103.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SXMRS
HOGXM,publixes anita mamas,Consumer Staples,161.31,-23.56,1.621068,-9.18,447.46,295.33,69081323374,62563208140,5.069701,27.47,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HOGXM
ZQCPC,wax timotee flute,Consumer Discretionary,167.71,185.95,4.971037,2.75,268.14,492.73,57141915333,28963265861,1.390457,3.6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZQCPC
GGMOG,chocolate moboe snoopy,Health Care,27.97,128.64,3.15035,4.13,108.09,450.8,2451752151,87689077368,1.01792,37.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GGMOG
ZIVKB,fire kite computer,Information Technology,85.95,158.99,4.316714,-14.18,233.59,366.67,2368155210,42911187584,8.601263,192.67,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZIVKB
RNMDB,monet jackson chuck,Health Care,63.74,169.17,7.847404,8.58,277.64,473.27,9167956164,88680422558,7.82921,72.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RNMDB
TKFBW,lobotomy jackson family,Health Care,66.56,138.5,3.78512,9.89,203.81,66.21,77092326764,7256852918,7.272956,133.52,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TKFBW
LHKYK,rummikub peeta hong,Energy,246.58,190.77,3.995415,18.36,339.54,446.74,87738108771,1494215950,7.323571,181.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LHKYK
XYEMF,cigar mercy piggy,Financials,250.05,-19.74,3.594612,-6.18,420.07,469.57,91693422631,8304404080,5.933127,187.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XYEMF
VCEJI,jon anita reitz,Financials,7.79,100,1.533906,2.56,433.74,317.8,95155692824,33724792785,3.569594,87.05,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VCEJI
GOZKP,duke snow rummikub,Materials,179.02,71.95,8.708617,9.6,200.02,179.5,74526693932,16593090652,1.239862,17.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GOZKP
CCCMI,courtney star austin,Health Care,194.43,61.81,2.394178,1.73,361.23,331.09,32554541355,77747025359,3.633781,99.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CCCMI
CNJMD,clip teeth flue,Consumer Staples,241.17,34.73,7.517065,3.4,70.99,355.96,94795199842,50006104012,3.722468,129.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CNJMD
EQCJZ,money katniss jimmy,Information Technology,224.9,33.04,8.081378,-8.99,325.86,360.44,86747142390,58259874115,7.896717,3.36,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQCJZ
EECJI,emo green  mercy,Financials,51.34,98.08,1.161559,6.29,396.78,355.85,35222212417,38763781920,4.920319,9.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EECJI
VOHNB,nose black white,Information Technology,144.41,80.86,2.672469,-5.43,351.03,130.17,21306972570,54500843326,3.28287,148.83,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VOHNB
VFPVA,cup flute clip,Information Technology,202.38,105.63,4.360396,-6.94,22.17,306.64,50413906662,87309224439,5.055865,151.61,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VFPVA
KBQSN,mazdarati swift sculpture,Information Technology,291.23,27.89,5.115774,-12.73,158.98,37.96,39588047723,91216104758,4.837064,20.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KBQSN
WQWTG,clip games fire,Health Care,211.96,156.75,5.614963,-5.45,321.97,271.3,35663693470,8787741672,7.213608,192.11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WQWTG
RWZGQ,mite voks filling,Consumer Discretionary,255.89,168.89,4.382045,11.55,18.85,132.26,78484308220,87580958110,3.073263,58.29,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RWZGQ
HCNXX,mouth filling sugar,Consumer Staples,219.26,87.6,2.623584,-1.67,448.35,464.13,8688364967,5410971256,6.611058,28.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCNXX
WJRPW,cup men  nose,Consumer Discretionary,40.93,19.6,6.10106,3.01,485.25,293.79,7482698052,83899050909,2.077527,8.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WJRPW
VSAWT,king tree brown,Consumer Discretionary,130.28,119.84,2.383865,5.93,74.38,275.3,80129940283,76334954015,7.730481,154.67,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VSAWT
LRLSA,teeth sonic boom,Health Care,41.38,78.03,3.023924,10.98,90.51,126.43,25387984440,95298904731,8.266497,13.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LRLSA
ADUCS,doga nose remote,Information Technology,260.65,97.6,4.926147,-16.63,192.4,333.08,39474694649,13734476394,5.864773,72.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADUCS
OGJYY,wells uncle pita,Industrials,221.34,135.82,5.978413,-10.2,51.45,451.8,89722632394,38714415699,5.237585,90.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OGJYY
WPCGO,games kite kim,Information Technology,236.38,133.36,4.875936,18.65,404.28,56.43,71259787948,62173037533,3.432501,104.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WPCGO
XDVEW,ken dez male,Financials,234.09,51.65,4.879509,3.9,315.42,326.19,4259434224,94866221681,1.828574,129.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XDVEW
YXELT,parsley lobo family,Industrials,227.42,139.92,6.697731,6.66,444.37,189.65,78194515811,28822324734,3.906102,169.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=YXELT
UOPQW,pk aunt iceberg,Industrials,245.03,140.51,2.535533,17.82,54.25,190.74,19882471752,1829869398,7.733243,12.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UOPQW
VQAWS,yellow seattle  blueberries,Materials,174.91,190.37,2.036516,-6.79,89.57,92.9,27815768112,3256725266,3.553978,85.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VQAWS
WBLUX,ice father mouth,Health Care,71.51,196.51,1.660758,-15.38,435.04,470.4,21078451500,13784810486,2.969493,190.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WBLUX
BBKSX,parsley sonic earring,Consumer Staples,262.32,-11.23,2.74346,7.92,269,143.15,8223015758,31308871706,5.982885,2.45,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBKSX
FLNDQ,doja nose kite,Industrials,275.01,-10.26,3.851425,14.78,230.14,131.45,14939672454,88761209059,6.273716,167.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLNDQ
VAKGV,jackson fire number,Financials,2.05,115.15,5.32419,-2.19,37.52,28.92,95682038052,82594625595,3.29659,65.84,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VAKGV
ZTUDN,seattle  bread lobotomy,Industrials,243.1,165.68,6.904865,-15.43,96.76,251.6,15851658240,7446297807,7.611556,38.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZTUDN
FWQDJ,yeast mamas mouth,Financials,97.13,6.29,6.923863,6.24,4.63,209.99,20855323050,62132099789,3.18243,187.2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FWQDJ
ULDTD,blueberries yellow flute,Information Technology,235.31,120.2,2.429357,-19.76,388.58,297.39,7249792353,1334077666,2.487426,154.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ULDTD
YBEEF,lobo number rasp,Health Care,182.32,-26.42,7.217968,18.68,479.91,437.35,81543319148,99522813251,6.703802,75.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=YBEEF
MAJZT,tuba mamas number,Consumer Staples,9.82,194.81,7.982785,12.4,186.95,153.95,62328552482,55117077089,5.01161,34.2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAJZT
KUIVW,boat flue parsley,Energy,31.95,91.85,2.244227,17.38,219.36,415.05,40605728894,80477751719,4.687459,81.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KUIVW
EIANJ,austin lime  twenty,Real Estate,11.06,123.23,1.634,10.96,170.76,389.09,54299277700,65443440535,3.119591,75.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EIANJ
XUQNP,twenty family kylie ,Health Care,100.97,8.16,3.929726,1.04,497.64,45.72,11623373773,70030268197,6.30283,197,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XUQNP
UYEPB,cavitiy lip betty,Consumer Discretionary,295.67,15.31,1.68812,-13.44,15.14,493.03,444572027,8530560495,5.235666,36.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UYEPB
PDUKG,ben twenty veneers,Industrials,208.04,145.9,6.497291,5.24,268.04,210.12,89056073207,88436919833,2.684269,12.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PDUKG
WGUSL,flute austin monkey,Information Technology,298.47,24.02,5.053476,-8.17,106.06,130.9,38372610299,58189405536,3.782976,119.92,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WGUSL
CXHKA,boat ben sweat,Consumer Discretionary,244.01,190.74,3.985339,12.47,73.88,373.33,54525236366,77630682972,8.147929,78.16,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CXHKA
OYESI,phone hunger earring,Health Care,246.11,110.44,1.355586,5.79,240.73,47.32,34077145290,53806774328,2.453867,104.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OYESI
PWECT,khloe one white,Information Technology,71.96,67.92,4.982653,-18.47,315.34,329.22,22596475859,12082310944,6.119803,66.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PWECT
TYUZX,sugar blueberries jack ,Health Care,140.83,-18.87,8.219881,18.78,108.72,181.16,23754157668,1845022419,3.561231,124.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TYUZX
SQCIC,veneers lucy seattle ,Energy,24.86,13.99,6.07786,-3.74,104,287.29,3022235203,49431365774,3.655065,63.99,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SQCIC
XELRI,rajan ben filling,Industrials,198.03,-11.8,3.339352,14.04,363.64,464.35,66487855961,22062730004,3.113179,66.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XELRI
SGRQG,veneers tongue purple,Energy,259.7,55.02,6.637798,-17.13,489.21,429.92,12077227326,32527053514,2.239169,24.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SGRQG
DKTUW,star lobo balm,Energy,67.78,-40.55,1.557016,-2.66,95.83,449.87,70205958735,1016532404,4.293762,126.35,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DKTUW
CPESQ,jon ally percey,Real Estate,123.4,190.64,3.584913,12.33,177.07,421.23,88852057109,16542677214,1.354708,27.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CPESQ
SHWVP,wax intern hunger,Energy,224.19,131.05,5.499785,4.06,499.15,209.97,1991819659,22173944504,5.524303,193.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SHWVP
RPNTJ,dentures rick boom,Consumer Discretionary,38.84,5.73,3.442537,-3.76,431.07,148.9,87462894909,75119295398,6.676218,136.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RPNTJ
ZSCXM,dentures katniss one,Materials,47.59,58.26,2.373615,-19.09,441.89,285.35,12250926626,87993496097,7.363599,9.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZSCXM
DESKA,timotee pk king,Materials,93.56,50.87,6.027067,9.93,428.08,59.02,18950317896,17732120290,8.210381,154.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DESKA
BUKJS,wheel might brother,Financials,1.91,60.06,7.777573,-14.41,129.38,192.74,78338525030,18312971161,8.945318,122.53,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BUKJS
EYDNJ,wax orange wells,Information Technology,12.03,27.02,6.300667,-7.43,193.98,160.77,66725976431,52532885660,7.903062,193.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EYDNJ
OBCIK,earring basil twenty,Information Technology,125.48,127.13,6.666322,1.39,474.89,94.92,85138316626,31900702916,5.129877,62.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OBCIK
